confidence,location,sound,fpath
0.997686,176500,S1,./data/set_a/__201012172010.wav
0.999999,178000,S1,./data/set_a/__201012172010.wav
0.990813,178500,S2,./data/set_a/__201012172010.wav
0.999748,179000,S1,./data/set_a/__201012172010.wav
0.999999,179500,S2,./data/set_a/__201012172010.wav
0.908998,180500,S2,./data/set_a/__201012172010.wav
0.924147,181000,S2,./data/set_a/__201012172010.wav
0.99941,182000,S1,./data/set_a/__201012172010.wav
0.994605,184500,S1,./data/set_a/__201012172010.wav
0.974053,185000,S1,./data/set_a/__201012172010.wav
0.976344,186000,S1,./data/set_a/__201012172010.wav
0.905933,186500,S1,./data/set_a/__201012172010.wav
0.999219,187000,S2,./data/set_a/__201012172010.wav
0.99226,187500,S2,./data/set_a/__201012172010.wav
0.987222,188000,S1,./data/set_a/__201012172010.wav
0.919643,188500,S2,./data/set_a/__201012172010.wav
0.999951,189000,S1,./data/set_a/__201012172010.wav
1.0,190000,S1,./data/set_a/__201012172010.wav
0.911005,191500,S2,./data/set_a/__201012172010.wav
1.0,193000,S1,./data/set_a/__201012172010.wav
0.997958,193500,S2,./data/set_a/__201012172010.wav
0.945667,194000,S2,./data/set_a/__201012172010.wav
0.963921,194500,S1,./data/set_a/__201012172010.wav
0.998662,195000,S2,./data/set_a/__201012172010.wav
0.998518,196000,S2,./data/set_a/__201012172010.wav
1.0,196500,S1,./data/set_a/__201012172010.wav
0.999654,197000,S1,./data/set_a/__201012172010.wav
0.994792,198500,S1,./data/set_a/__201012172010.wav
0.995751,199000,S1,./data/set_a/__201012172010.wav
0.999691,199500,S1,./data/set_a/__201012172010.wav
0.999995,200000,S2,./data/set_a/__201012172010.wav
0.977842,200500,S1,./data/set_a/__201012172010.wav
0.996504,201000,S1,./data/set_a/__201012172010.wav
0.993545,201500,S1,./data/set_a/__201012172010.wav
0.992112,202500,S1,./data/set_a/__201012172010.wav
0.95381,204500,S2,./data/set_a/__201012172010.wav
0.992669,205000,S2,./data/set_a/__201012172010.wav
0.999826,205500,S1,./data/set_a/__201012172010.wav
0.999723,206000,S2,./data/set_a/__201012172010.wav
0.999714,206500,S2,./data/set_a/__201012172010.wav
0.937047,207000,S2,./data/set_a/__201012172010.wav
1.0,207500,S2,./data/set_a/__201012172010.wav
0.999999,208000,S2,./data/set_a/__201012172010.wav
0.998207,208500,S1,./data/set_a/__201012172010.wav
0.976818,210000,S2,./data/set_a/__201012172010.wav
0.992504,210500,S1,./data/set_a/__201012172010.wav
0.961086,211000,S2,./data/set_a/__201012172010.wav
0.999169,211500,S2,./data/set_a/__201012172010.wav
0.957886,212000,S1,./data/set_a/__201012172010.wav
0.99966,212500,S1,./data/set_a/__201012172010.wav
0.991545,213000,S2,./data/set_a/__201012172010.wav
0.946366,213500,S2,./data/set_a/__201012172010.wav
0.996811,214000,S2,./data/set_a/__201012172010.wav
0.959805,214500,S2,./data/set_a/__201012172010.wav
0.998095,215000,S1,./data/set_a/__201012172010.wav
0.942851,215500,S2,./data/set_a/__201012172010.wav
0.996964,216000,S2,./data/set_a/__201012172010.wav
0.99994,217000,S2,./data/set_a/__201012172010.wav
1.0,217500,S2,./data/set_a/__201012172010.wav
0.999573,218000,S1,./data/set_a/__201012172010.wav
0.991761,218500,S2,./data/set_a/__201012172010.wav
0.95927,219000,S2,./data/set_a/__201012172010.wav
0.999982,219500,S2,./data/set_a/__201012172010.wav
0.959901,220000,S1,./data/set_a/__201012172010.wav
0.959317,221000,S1,./data/set_a/__201012172010.wav
0.980258,221500,S2,./data/set_a/__201012172010.wav
0.981494,222000,S1,./data/set_a/__201012172010.wav
1.0,222500,S2,./data/set_a/__201012172010.wav
0.922333,223000,S1,./data/set_a/__201012172010.wav
0.986786,223500,S1,./data/set_a/__201012172010.wav
0.999385,224000,S1,./data/set_a/__201012172010.wav
0.963472,224500,S2,./data/set_a/__201012172010.wav
0.995259,225000,S2,./data/set_a/__201012172010.wav
0.934852,226000,S2,./data/set_a/__201012172010.wav
0.956496,226500,S2,./data/set_a/__201012172010.wav
0.907735,227500,S1,./data/set_a/__201012172010.wav
0.999434,228000,S1,./data/set_a/__201012172010.wav
0.932473,230000,S1,./data/set_a/__201012172010.wav
0.981971,230500,S1,./data/set_a/__201012172010.wav
0.999776,231000,S1,./data/set_a/__201012172010.wav
0.999984,231500,S2,./data/set_a/__201012172010.wav
0.933716,232000,S2,./data/set_a/__201012172010.wav
0.967499,232500,S1,./data/set_a/__201012172010.wav
0.984428,234500,S1,./data/set_a/__201012172010.wav
0.999165,235500,S1,./data/set_a/__201012172010.wav
0.915911,236000,S2,./data/set_a/__201012172010.wav
0.99997,236500,S2,./data/set_a/__201012172010.wav
0.942191,237000,S1,./data/set_a/__201012172010.wav
0.938502,237500,S2,./data/set_a/__201012172010.wav
0.923931,238500,S1,./data/set_a/__201012172010.wav
0.916289,239000,S1,./data/set_a/__201012172010.wav
0.999209,239500,S1,./data/set_a/__201012172010.wav
0.999577,240000,S1,./data/set_a/__201012172010.wav
0.948932,241000,S1,./data/set_a/__201012172010.wav
0.982665,241500,S2,./data/set_a/__201012172010.wav
0.99169,242000,S1,./data/set_a/__201012172010.wav
0.999555,243000,S2,./data/set_a/__201012172010.wav
0.99985,243500,S1,./data/set_a/__201012172010.wav
0.986051,244000,S1,./data/set_a/__201012172010.wav
0.983393,244500,S2,./data/set_a/__201012172010.wav
0.955273,245500,S1,./data/set_a/__201012172010.wav
0.997244,246000,S2,./data/set_a/__201012172010.wav
0.996445,247000,S2,./data/set_a/__201012172010.wav
0.912913,247500,S2,./data/set_a/__201012172010.wav
0.980445,248000,S1,./data/set_a/__201012172010.wav
0.999347,248500,S1,./data/set_a/__201012172010.wav
0.992929,249000,S1,./data/set_a/__201012172010.wav
0.921266,249500,S1,./data/set_a/__201012172010.wav
0.923794,250000,S2,./data/set_a/__201012172010.wav
0.999912,251000,S2,./data/set_a/__201012172010.wav
0.990199,251500,S1,./data/set_a/__201012172010.wav
0.93002,252000,S2,./data/set_a/__201012172010.wav
0.988068,252500,S1,./data/set_a/__201012172010.wav
0.900411,253000,S1,./data/set_a/__201012172010.wav
0.969142,254000,S1,./data/set_a/__201012172010.wav
0.993654,254500,S1,./data/set_a/__201012172010.wav
0.9953,255000,S1,./data/set_a/__201012172010.wav
0.924336,256500,S2,./data/set_a/__201012172010.wav
0.977271,257000,S1,./data/set_a/__201012172010.wav
0.999953,257500,S1,./data/set_a/__201012172010.wav
0.999876,258000,S2,./data/set_a/__201012172010.wav
0.999984,259000,S1,./data/set_a/__201012172010.wav
0.907605,259500,S1,./data/set_a/__201012172010.wav
0.954974,260000,S1,./data/set_a/__201012172010.wav
0.97042,262000,S2,./data/set_a/__201012172010.wav
0.991542,262500,S2,./data/set_a/__201012172010.wav
0.998193,263000,S1,./data/set_a/__201012172010.wav
0.998295,264000,S1,./data/set_a/__201012172010.wav
0.997399,264500,S1,./data/set_a/__201012172010.wav
0.987347,265000,S2,./data/set_a/__201012172010.wav
0.997284,266000,S2,./data/set_a/__201012172010.wav
0.979575,266500,S2,./data/set_a/__201012172010.wav
0.987632,267500,S1,./data/set_a/__201012172010.wav
0.999902,268000,S2,./data/set_a/__201012172010.wav
0.981174,268500,S1,./data/set_a/__201012172010.wav
0.935577,269000,S2,./data/set_a/__201012172010.wav
0.999557,270000,S2,./data/set_a/__201012172010.wav
0.99752,271500,S1,./data/set_a/__201012172010.wav
0.960399,272000,S1,./data/set_a/__201012172010.wav
0.934074,272500,S1,./data/set_a/__201012172010.wav
0.997521,273000,S1,./data/set_a/__201012172010.wav
0.999352,273500,S2,./data/set_a/__201012172010.wav
0.986113,274000,S1,./data/set_a/__201012172010.wav
0.982346,274500,S2,./data/set_a/__201012172010.wav
0.96857,275000,S1,./data/set_a/__201012172010.wav
0.925675,275500,S1,./data/set_a/__201012172010.wav
0.988738,276500,S1,./data/set_a/__201012172010.wav
0.936031,277000,S1,./data/set_a/__201012172010.wav
0.91821,278000,S2,./data/set_a/__201012172010.wav
0.992488,278500,S1,./data/set_a/__201012172010.wav
0.999844,279000,S1,./data/set_a/__201012172010.wav
0.999386,279500,S2,./data/set_a/__201012172010.wav
0.99728,280000,S1,./data/set_a/__201012172010.wav
0.982998,280500,S2,./data/set_a/__201012172010.wav
0.970865,281000,S1,./data/set_a/__201012172010.wav
0.991324,282000,S1,./data/set_a/__201012172010.wav
0.983789,282500,S2,./data/set_a/__201012172010.wav
0.997605,283000,S2,./data/set_a/__201012172010.wav
0.999956,283500,S1,./data/set_a/__201012172010.wav
0.999992,284500,S2,./data/set_a/__201012172010.wav
0.999616,286000,S1,./data/set_a/__201012172010.wav
0.985199,286500,S1,./data/set_a/__201012172010.wav
0.952819,287000,S2,./data/set_a/__201012172010.wav
0.99999,288000,S2,./data/set_a/__201012172010.wav
0.954918,288500,S2,./data/set_a/__201012172010.wav
0.998091,289000,S1,./data/set_a/__201012172010.wav
0.983635,290000,S1,./data/set_a/__201012172010.wav
0.999861,290500,S2,./data/set_a/__201012172010.wav
0.999344,291000,S2,./data/set_a/__201012172010.wav
0.995293,292000,S2,./data/set_a/__201012172010.wav
0.979081,292500,S2,./data/set_a/__201012172010.wav
0.91667,293000,S1,./data/set_a/__201012172010.wav
0.950311,293500,S2,./data/set_a/__201012172010.wav
0.995589,294000,S1,./data/set_a/__201012172010.wav
0.999998,294500,S1,./data/set_a/__201012172010.wav
0.909396,295000,S1,./data/set_a/__201012172010.wav
0.982152,295500,S1,./data/set_a/__201012172010.wav
0.998809,296000,S1,./data/set_a/__201012172010.wav
0.973228,297000,S2,./data/set_a/__201012172010.wav
0.992969,297500,S1,./data/set_a/__201012172010.wav
0.998826,298000,S1,./data/set_a/__201012172010.wav
0.999709,298500,S1,./data/set_a/__201012172010.wav
0.999467,299500,S1,./data/set_a/__201012172010.wav
0.994708,301500,S2,./data/set_a/__201012172010.wav
0.904073,302000,S2,./data/set_a/__201012172010.wav
0.957523,302500,S1,./data/set_a/__201012172010.wav
0.999702,303000,S1,./data/set_a/__201012172010.wav
0.998978,304000,S2,./data/set_a/__201012172010.wav
0.981925,304500,S1,./data/set_a/__201012172010.wav
0.999871,305000,S2,./data/set_a/__201012172010.wav
0.939252,307000,S1,./data/set_a/__201012172010.wav
0.93457,308000,S2,./data/set_a/__201012172010.wav
0.940594,309000,S2,./data/set_a/__201012172010.wav
0.979083,309500,S1,./data/set_a/__201012172010.wav
0.99603,310000,S1,./data/set_a/__201012172010.wav
0.953863,311000,S2,./data/set_a/__201012172010.wav
0.955544,312500,S1,./data/set_a/__201012172010.wav
0.959813,313000,S1,./data/set_a/__201012172010.wav
0.999817,314500,S1,./data/set_a/__201012172010.wav
0.999613,315000,S1,./data/set_a/__201012172010.wav
0.999911,316000,S2,./data/set_a/__201012172010.wav
0.99886,316500,S2,./data/set_a/__201012172010.wav
0.999239,317500,S1,./data/set_a/__201012172010.wav
0.996914,318000,S2,./data/set_a/__201012172010.wav
0.94569,318500,S1,./data/set_a/__201012172010.wav
0.995642,321000,S1,./data/set_a/__201012172010.wav
0.998788,321500,S1,./data/set_a/__201012172010.wav
0.987765,322000,S1,./data/set_a/__201012172010.wav
0.990936,323500,S2,./data/set_a/__201012172010.wav
0.923165,324000,S1,./data/set_a/__201012172010.wav
0.989388,324500,S1,./data/set_a/__201012172010.wav
0.999665,326000,S2,./data/set_a/__201012172010.wav
0.999902,326500,S1,./data/set_a/__201012172010.wav
0.999968,327000,S2,./data/set_a/__201012172010.wav
0.999638,327500,S2,./data/set_a/__201012172010.wav
0.997405,328000,S1,./data/set_a/__201012172010.wav
0.996864,330500,S2,./data/set_a/__201012172010.wav
0.975632,331500,S1,./data/set_a/__201012172010.wav
0.998719,332000,S2,./data/set_a/__201012172010.wav
0.999211,333000,S1,./data/set_a/__201012172010.wav
0.998139,333500,S2,./data/set_a/__201012172010.wav
0.998442,334000,S2,./data/set_a/__201012172010.wav
0.955357,334500,S1,./data/set_a/__201012172010.wav
0.966021,335000,S1,./data/set_a/__201012172010.wav
0.970292,335500,S1,./data/set_a/__201012172010.wav
0.96139,336500,S1,./data/set_a/__201012172010.wav
0.974336,338000,S1,./data/set_a/__201012172010.wav
0.996522,339000,S1,./data/set_a/__201012172010.wav
0.99999,341500,S2,./data/set_a/__201012172010.wav
0.947693,342500,S1,./data/set_a/__201012172010.wav
0.94603,343000,S1,./data/set_a/__201012172010.wav
0.998115,343500,S2,./data/set_a/__201012172010.wav
0.910251,344000,S2,./data/set_a/__201012172010.wav
0.958978,345500,S1,./data/set_a/__201012172010.wav
0.929622,346500,S1,./data/set_a/__201012172010.wav
0.97707,347000,S1,./data/set_a/__201012172010.wav
0.919752,347500,S1,./data/set_a/__201012172010.wav
0.947945,349500,S2,./data/set_a/__201012172010.wav
0.994409,350000,S1,./data/set_a/__201012172010.wav
0.917504,351500,S2,./data/set_a/__201012172010.wav
0.99909,352500,S2,./data/set_a/__201012172010.wav
0.981038,353000,S1,./data/set_a/__201012172010.wav
0.996824,353500,S1,./data/set_a/__201012172010.wav
0.964547,355000,S2,./data/set_a/__201012172010.wav
0.910371,355500,S2,./data/set_a/__201012172010.wav
0.968158,356000,S2,./data/set_a/__201012172010.wav
0.999144,356500,S2,./data/set_a/__201012172010.wav
0.999936,357000,S2,./data/set_a/__201012172010.wav
0.998631,357500,S2,./data/set_a/__201012172010.wav
0.999692,358000,S2,./data/set_a/__201012172010.wav
0.998203,360000,S2,./data/set_a/__201012172010.wav
0.915647,360500,S2,./data/set_a/__201012172010.wav
0.986967,361500,S1,./data/set_a/__201012172010.wav
0.9945,362000,S2,./data/set_a/__201012172010.wav
0.999947,362500,S1,./data/set_a/__201012172010.wav
0.987158,363000,S1,./data/set_a/__201012172010.wav
0.962766,364000,S1,./data/set_a/__201012172010.wav
0.900478,365000,S2,./data/set_a/__201012172010.wav
0.996234,365500,S2,./data/set_a/__201012172010.wav
0.938107,366000,S1,./data/set_a/__201012172010.wav
0.992025,366500,S2,./data/set_a/__201012172010.wav
0.991611,368000,S1,./data/set_a/__201012172010.wav
0.924869,368500,S2,./data/set_a/__201012172010.wav
0.996044,369500,S2,./data/set_a/__201012172010.wav
0.963672,370000,S1,./data/set_a/__201012172010.wav
0.998032,371000,S1,./data/set_a/__201012172010.wav
